Ristoranti;Pizzeria Nonna Rosa di Rotello Sharon;Via Timeus Ruggero X/D,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;340-57396XX;45.6XXX 13.78XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Antica Osteria al Sabotino di Mauro Gubana;Via Caprin Giuseppe XX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-311XX;45.95XXX 13.6XXX;info@federweb.com;
Ristoranti;Ml 2 Srl;Corso Vittorio Emanuele ii XX/C,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2474XX;45.95XXX 12.65XXX;info@federweb.com;
Ristoranti;Antica Sartoria di Napoli;Via Torino XX,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3102XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Agli Artisti;Piazza Uffici X,;33015;MOGGIO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;335-70505XX;46.40XXX 13.19XXX;info@federweb.com;
Ristoranti;Gabin Food Srl;Piazza Giacomo Matteotti XX,;33037;PASIAN DI PRATO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6997XX;46.05XXX 13.18XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Pulesi;Vicolo Pulesi X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5095XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Pizzeria Ristorante "al Fogolar" Bar - Ristorante - Pizzeria - al Fogolar;V. Udine XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5730XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Kraljic Sergio;Localita' Prebenico XX,;34018;SAN DORLIGO DELLA VALLE ;(TS) ;    FRIULI VENEZIA GIULIA;327-07563XX;45.58XXX 13.84XXX;info@federweb.com;
Ristoranti;Oishii;Via Nove Giugno XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-0956XX;45.80XXX 13.53XXX;info@federweb.com;
Ristoranti;Zoccolan Ferruccio  c. Snc;Via Isernicco X, Rivignano;33061;RIVIGNANO TEOR ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7759XX;45.88XXX 13.06XXX;info@federweb.com;
Ristoranti;Ristorante al Biathlon di Pallober Anna;Localita' Casolare Piani di Luzza X,;33020;FORNI AVOLTRI ;(UD) ;    FRIULI VENEZIA GIULIA;0433-723XX;46.57XXX 12.74XXX;info@federweb.com;
Alberghi        Ristoranti;Al Grop;Via Giacomo Matteotti X,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6602XX;46.12XXX 13.20XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Dam Ristorazione Srl;Via del Cotonificio XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-431XX;46.08XXX 13.21XXX;info@federweb.com;
Ristoranti;Peric Katjusa;Via Preseren XX,;34070;DOBERDÒ DEL LAGO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-781XX;45.86XXX 13.55XXX;info@federweb.com;
Ristoranti;Enoteca la Cantina;Piazza Italia XX,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-9523XX;46.17XXX 12.70XXX;info@federweb.com;
Ristoranti;Sakura Monfalcone s.a.s. di wu Zheng;Via dei Bagni XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;331-94193XX;45.79XXX 13.52XXX;info@federweb.com;
Ristoranti;Cheng Guanghui;Via Cellini Benvenuto X,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3631XX;45.65XXX 13.7XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Poeta;Via Zona Sacra XX, San Martino del Carso;34078;SAGRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-999XX;45.87XXX 13.53XXX;info@federweb.com;
Ristoranti;Huang Jun;Via di Servola XXX,;34146;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8220XX;45.62XXX 13.78XXX;info@federweb.com;
Congressi e Conferenze - Organizzazione e Servizi        Ristoranti;Castello di;Via Nazionale, XXX,;33030;MAJANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9480XX;46.1XXX 13.06XXX;info@federweb.com;
Ristoranti;Cavallino;Via Guglielmo Marconi X,;33027;PAULARO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-708XX;46.53XXX 13.11XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Crosere;Via Crosere XXX,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5215XX;45.7XXX 13.02XXX;info@federweb.com;
Ristoranti;Mille e Una Notte;Viale xx Settembre XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3687XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;Morocutti Pierino;;;;0433-7771XX;46.5XXX 13.07XXX;info@federweb.com;
Alberghi        Ristoranti;La Quercia S.r.l.;Via Piave X,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-7214XX;45.68XXX 13.12XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Alla Frasca;Via Roma XX,;33056;PALAZZOLO DELLO STELLA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-580XX;45.80XXX 13.0XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Poc;Via Fontanini XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9579XX;46.15XXX 13.00XXX;info@federweb.com;
Ristoranti;Al Cison;Via San Valentino XX,;33020;AMARO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-4686XX;46.37XXX 13.XXX;info@federweb.com;
Ristoranti;I-Sushi Pordenone;Via Beato Odorico X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5218XX;45.96XXX 12.65XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Panorama;Piazza del Gruagno XX,;33030;MORUZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6728XX;46.11XXX 13.15XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Cacciatore;Via Xii Dicembre XX, Cergneu;33045;NIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7900XX;46.21XXX 13.31XXX;info@federweb.com;
Ristoranti;Amore Srl;Via Mazzini Giuseppe XX,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7333XX;45.95XXX 12.50XXX;info@federweb.com;
Ristoranti;Franco & Loris S.r.l.;Via Fornace XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6211XX;45.96XXX 12.68XXX;info@federweb.com;
Ristoranti;La Dal Barbe;Via Guglielmo Marconi XX,;33050;PORPETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-604XX;45.85XXX 13.21XXX;info@federweb.com;
Ristoranti;Shi's;Via Brusafiera X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5210XX;45.95XXX 12.65XXX;info@federweb.com;
Porti, Darsene e Servizi Portuali        Ristoranti;Ristorante San Rocco di Catefood S.r.l.;Strada per Lazzaretto X,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-3302XX;45.60XXX 13.75XXX;info@federweb.com;
Ristoranti;Autogrill Brugnera Sud;Km. XX.XXX, Autostrada AXX,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6277XX;45.94XXX 12.55XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Zorzini Michela;Riva Garibaldi XX/C,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-802XX;45.6XXX 13.39XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Cacciatore di Ellero Patrizia;Via Sottomonte XX,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7406XX;45.99XXX 13.37XXX;info@federweb.com;
Ristoranti;Fast Eat Italy S.r.l.;Km. XX.XXX, Autostrada AXX,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6277XX;45.94XXX 12.55XXX;info@federweb.com;
Ristoranti;Casa Oberrichter;Via Superiore X, Malborghetto;33010;MALBORGHETTO VALBRUNA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-418XX;46.50XXX 13.44XXX;info@federweb.com;
Ristoranti;Comar Fabio;Via del Fante XX,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-4671XX;46.4XXX 13.01XXX;info@federweb.com;
Ristoranti;Old Wild West;Via Pierpaolo Pasolini X,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6717XX;46.02XXX 13.28XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Gardo;Frazione Tiveriacco XXX,;33030;MAJANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9594XX;46.1XXX 13.05XXX;info@federweb.com;
Ristoranti;Da Gigi Marchetto;Via Casa Bianca XXX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-4283XX;45.67XXX 13.07XXX;info@federweb.com;
Ristoranti;Wok-Sushi;Via Arturo Malignani X,;33050;PRECENICCO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5870XX;45.79XXX 13.0XXX;info@federweb.com;
Ristoranti;Al Ponte;Piazza Chiavris XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4807XX;46.07XXX 13.23XXX;info@federweb.com;
Ristoranti;Le Casette;Via Ospedale Vecchio X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-17772XX;45.XXX 12.66XXX;info@federweb.com;
Ristoranti - Self Service e Fast Food;Autogrill Zugliano Est;Autostrada AXX Palmanova Tarvisio XX,;33050;POZZUOLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5604XX;46.00XXX 13.2XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bar Trattoria Lanterna;Via Sterpo,;33061;RIVIGNANO TEOR ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7751XX;45.88XXX 13.0XXX;info@federweb.com;
Ristoranti;Zago;Via San Giuseppe XX, Laipacco;33100;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-15739XX;46.14XXX 13.21XXX;info@federweb.com;
Ristoranti;Mea Culpa;Via Giulia XX,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-5776XX;45.65XXX 13.79XXX;info@federweb.com;
Ristoranti;Al Civicosei;Via del Toro X,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24107XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;U Sushi;Via Montereale XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5508XX;45.97XXX 12.64XXX;info@federweb.com;
Ristoranti;Biemme Food Srl;Via Manin Daniele X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-263XX;46.06XXX 13.23XXX;info@federweb.com;
Ristoranti;Pontello Sonia;Piazza Plebiscito X,;33092;CAVASSO NUOVO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-770XX;46.1XXX 12.7XXX;info@federweb.com;
Ristoranti;Paolino l'Arte Dello Spiedo;Viale xx Settembre XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6398XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;La Locanda Del Ficchio;Via Roma XX,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4749XX;45.82XXX 13.50XXX;info@federweb.com;
Ristoranti;Balkan Express di Stojanovic Milana;Androna s. Vito X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5023XX;45.81XXX 13.51XXX;info@federweb.com;
Ristoranti;Bianco e Rosso;Piazzale xx Settembre X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2474XX;45.95XXX 12.65XXX;info@federweb.com;
Ristoranti;Arzhavitina Maryna;Piazzale Carnia XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-0161XX;46.07XXX 13.21XXX;info@federweb.com;
Ristoranti;Arzhavitina Maryna;Via dei Castelli XX,;33040;FAEDIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7288XX;46.15XXX 13.34XXX;info@federweb.com;
Ristoranti;Vecchia Osteria Alla Pieve di Fumei Alessandro;Via della Chiesa X,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;331-50591XX;46.42XXX 13.00XXX;info@federweb.com;
Ristoranti;Ego;Via Felice Venezian XX,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;333-68949XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Kappa S.r.l.;Via Belpoggio X,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3134XX;45.64XXX 13.7XXX;info@federweb.com;
Ristoranti;Trattoria al Pozzo di Gustini Pierpaolo;Località San Lorenzo,;34018;SAN DORLIGO DELLA VALLE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2282XX;45.62XXX 13.85XXX;info@federweb.com;
Ristoranti;Lagardere Food Services S.r.l.;Piazza della Liberta' X,;34135;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-4212XX;45.6XXX 13.77XXX;info@federweb.com;
Ristoranti;Bedrhan Kebab Srl;Via Giulia XX,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-51996XX;45.65XXX 13.79XXX;info@federweb.com;
Alberghi        Ristoranti;Sporting;Via Aldo Moro XX,;33072;CASARSA DELLA DELIZIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8711XX;45.95XXX 12.83XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Cevraia;Via San Marco XX, Castions;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-970XX;45.9XXX 12.79XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Colovrat;Frazione Clabuzzaro X,;33040;DRENCHIA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7211XX;46.17XXX 13.64XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Casasola;Via Piave XX,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-5402XX;46.16XXX 12.6XXX;info@federweb.com;
Ristoranti;Ronciade S.r.l.;Piazzale Martiri della Libertà X, Piancavallo;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6550XX;46.11XXX 12.52XXX;info@federweb.com;
Ristoranti;L'Approdo;Via Giosue Carducci XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6334XX;45.6XXX 13.77XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Anticha Trattoria Perez;Via Ippolito Nievo XX,;33010;COLLOREDO DI MONTE ALBANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8898XX;46.16XXX 13.13XXX;info@federweb.com;
Ristoranti;Traxtorm di Lauritano Mattia & c. s.a.s.;Via Nazionale XXX, Tiveriacco;33030;MAJANO ;(UD) ;    FRIULI VENEZIA GIULIA;339-48151XX;46.18XXX 13.05XXX;info@federweb.com;
Alberghi        Ristoranti;Ca' Malvani;Piazza Cecchini X,;33075;CORDOVADO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6905XX;45.85XXX 12.88XXX;info@federweb.com;
Alberghi        Ristoranti;Albergo al Sole;Via Camillo Benso Conte di Cavour XX, Fusine in Valromana;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-610XX;46.4XXX 13.65XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Alla Pineta;Strada s. Anna XX, Spessa;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7160XX;46.04XXX 13.46XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Alla Pineta;Strada di Sant'Anna XX,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7160XX;46.04XXX 13.46XXX;info@federweb.com;
Ristoranti;Ristorante Pizzeria da Piero di Tommasini Lorena;Localita' Belvedere X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-820XX;45.67XXX 13.38XXX;info@federweb.com;
Ristoranti;Sapori Greci;Via di Crosada X,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32205XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Ristorante Luc di Piti;Snc, Via Villaorba,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2344XX;46.0XXX 13.22XXX;info@federweb.com;
Ristoranti;Al Zuc;Via del Ciuch X,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6603XX;46.14XXX 13.18XXX;info@federweb.com;
Ristoranti;Nuovo Savron;Via Elisa Baciocchi X,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2255XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria-Bar Alla Posta di Chiabai Stefano;Frazione Scrutto XX,;33040;SAN LEONARDO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7230XX;46.1XXX 13.52XXX;info@federweb.com;
Ristoranti;Matiz Elisabetta;Via della Sella XX,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-6535XX;46.50XXX 13.55XXX;info@federweb.com;
Ristoranti;Albergo Ristorante Grizzino;Via Stazione XX,;33086;MONTEREALE VALCELLINA ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7975XX;46.15XXX 12.65XXX;info@federweb.com;
Ristoranti;Al Comune Rustico;Via Fontana XX,;33022;ARTA TERME ;(UD) ;    FRIULI VENEZIA GIULIA;0433-922XX;46.47XXX 13.02XXX;info@federweb.com;
Ristoranti;Al Bosco;Strada della Rotta X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-801XX;45.67XXX 13.42XXX;info@federweb.com;
Ristoranti;Ai Fiori;Piazza Attilio Hortis X,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3006XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Orlando Carlo;Via Xii Dicembre XX, Cergneu;33045;NIMIS ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7900XX;46.21XXX 13.31XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Zucule;Frazione Villanova delle Grotte XX, Villanova delle Grotte;33010;LUSEVERA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7870XX;46.25XXX 13.28XXX;info@federweb.com;
Ristoranti;Zoe Food;Via Felice Venezian XX,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24604XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Officina Del Gusto;Via dei Calzolai X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-15936XX;46.06XXX 13.23XXX;info@federweb.com;
Gastronomie, Salumerie e Rosticcerie        Ristoranti;Dedej Julian;Via dei Martiri XX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6892XX;46.10XXX 13.21XXX;info@federweb.com;
Ristoranti;Spaghetteria  e  Pizzeria da Franco;Viale Ungheria XX/A,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5062XX;46.05XXX 13.24XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ristorasi Srl Semplificata a Socio Unico;Via Cuneo XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5011XX;46.08XXX 13.24XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Sale e Pepe;Frazione Stregna XX,;33040;STREGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7241XX;46.12XXX 13.57XXX;info@federweb.com;
Ristoranti;La Grande Muraglia di Zhou Pinshu;Via Galoppat X,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6207XX;45.87XXX 12.61XXX;info@federweb.com;
Ristoranti;Eureka 2000 Srl;Piazza Diacono Paolo X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7342XX;46.09XXX 13.43XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Vecchia Roma Srls;Viale Miramare XXX/X,;34136;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;328-06846XX;45.6XXX 13.74XXX;info@federweb.com;
Ristoranti;Sen Pordenone S.r.l.;Via Maestri del Lavoro X,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9541XX;45.94XXX 12.72XXX;info@federweb.com;
Ristoranti;Idon Brugnera;Via Villa Varda X,;33070;BRUGNERA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6233XX;45.89XXX 12.53XXX;info@federweb.com;
Ristoranti;I Principi S.r.l.;Via s. Pietro X, Valvasone;33098;VALVASONE ARZENE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-891XX;45.99XXX 12.86XXX;info@federweb.com;
Ristoranti;Ristorante la Vela di Bitud Caterina;Via dell' Agraria XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7120XX;45.79XXX 13.53XXX;info@federweb.com;
Ristoranti;Bracerie Venete;Via della Madonnina X,;34131;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7650XX;45.64XXX 13.77XXX;info@federweb.com;
Ristoranti;Villaverde Resort;Via delle Acacie X,;33034;FAGAGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16107XX;46.12XXX 13.0XXX;info@federweb.com;
Ristoranti;Adama Srl;Via della Cassa di Risparmio X,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7676XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;Pieffe Srl;Riva Grumula X,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3137XX;45.6XXX 13.75XXX;info@federweb.com;
Ristoranti;Altogradimento;Piazza Biagio Marin,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-8763XX;45.67XXX 13.38XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Posta;Via Roma XX,;33046;PULFERO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7250XX;46.17XXX 13.48XXX;info@federweb.com;
Ristoranti;Da Pozzo;Piazzale Gio Batta Cella X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17463XX;46.05XXX 13.22XXX;info@federweb.com;
Ristoranti;Malga Montasio;Localita Sella Nevea, Sella Nevea;33010;CHIUSAFORTE ;(UD) ;    FRIULI VENEZIA GIULIA;334-62802XX;46.3XXX 13.47XXX;info@federweb.com;
Ristoranti;Roadhouse Grill Italia S.r.l.;Via Nazionale X,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-422XX;46.10XXX 13.23XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Antica Osteria la Torre;Piazza Castello XX, Valvasone;33098;VALVASONE ARZENE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8995XX;45.99XXX 12.86XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Duomo;Piazza Duomo X,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7819XX;45.95XXX 12.50XXX;info@federweb.com;
Ristoranti;Missio Luigi;Snc, Localita' Baiana,;33050;TORVISCOSA ;(UD) ;    FRIULI VENEZIA GIULIA;335-52441XX;45.8XXX 13.28XXX;info@federweb.com;
Ristoranti;Villaverde Hotel & Resort;Via delle Acacie X,;33034;FAGAGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8126XX;46.12XXX 13.0XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria All'America;Via d'Annunzio Gabriele XX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;335-61737XX;45.59XXX 13.76XXX;info@federweb.com;
Gastronomie, Salumerie e Rosticcerie        Ristoranti;Ortofficina;Via Aquileia XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-263XX;46.06XXX 13.24XXX;info@federweb.com;
Ristoranti;Gran Osteria Tre Noci;Frazione Sistiana XX,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2992XX;45.76XXX 13.63XXX;info@federweb.com;
Ristoranti;Reznic Senka;Via Caduti sul Lavoro X,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7642XX;45.63XXX 13.77XXX;info@federweb.com;
Ristoranti;Sushi Yko;Via della Madonnina XX,;34131;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7672XX;45.64XXX 13.77XXX;info@federweb.com;
Ristoranti;Zetaelle di Zonta Leonardo & c. s.a.s.;Via Miramare XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;338-95534XX;45.68XXX 13.1XXX;info@federweb.com;
Ristoranti;Autogrill Porcia Nord;Km. XX.XXX, Autostrada AXX,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9245XX;45.94XXX 12.60XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Sociale;Localita Gabrovizza XX, Gabrovizza San Primo;34010;SGONICO ;(TS) ;    FRIULI VENEZIA GIULIA;040-2291XX;45.72XXX 13.72XXX;info@federweb.com;
Ristoranti;Taco Mania;Via dei Celti X,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;331-86085XX;46.00XXX 12.62XXX;info@federweb.com;
Ristoranti;Fast Eat Italy S.r.l.;Km. XX.XXX, Autostrada AXX,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9245XX;45.94XXX 12.6XXX;info@federweb.com;
Ristoranti;Quattropuntozero;Piazza della Repubblica X, Villanova;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6050XX;45.86XXX 12.57XXX;info@federweb.com;
Ristoranti;Emme Snc di Vassallo Marco & c.;Via del Toro X,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24107XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;L'Anima Dal Louc;Piazza San Pellegrino X, Navarons;33092;MEDUNO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-865XX;46.22XXX 12.75XXX;info@federweb.com;
Ristoranti;Sapore di Mare;Strada Statale XX XX/C,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2088XX;45.76XXX 13.6XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Antica Osteria al Ponte;Via Tagliamento XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17986XX;46.15XXX 13.00XXX;info@federweb.com;
